density,sparsity_pct,algo,n,trial,s,sampling_ratio,rel_error,runtime_sec,speedup
0.01,99.0,rmm_uniform,512,0,3,0.005,10.6761560145074,0.002485700009856373,203.95558512187185
0.01,99.0,rmm_importance,512,0,3,0.005,11.01228283842512,0.004319299943745136,117.37374263203368
0.01,99.0,rmm_uniform,512,0,5,0.01,6.040546224391716,0.003512499970383942,144.33378056150798
0.01,99.0,rmm_importance,512,0,5,0.01,8.566761219124391,0.004171999986283481,121.51783356052273
0.01,99.0,rmm_uniform,512,0,10,0.02,12.197388103347196,0.002367999986745417,214.09307550059694
0.01,99.0,rmm_importance,512,0,10,0.02,5.920234819561579,0.007664600037969649,66.14466474913361
0.01,99.0,rmm_uniform,512,0,26,0.05,5.096043598178836,0.002579999971203506,196.50093240551826
0.01,99.0,rmm_importance,512,0,26,0.05,3.6706900897300763,0.004340799991041422,116.79238872880411
0.01,99.0,rmm_uniform,512,0,51,0.1,3.2870585936414014,0.006245199998375028,81.17792866195013
0.01,99.0,rmm_importance,512,0,51,0.1,2.6620449682886402,0.004583300033118576,110.61296364723133
0.01,99.0,rmm_uniform,512,0,102,0.2,2.272596555369892,0.003796400036662817,133.54030003470012
0.01,99.0,rmm_importance,512,0,102,0.2,1.9227901700578418,0.007269199995789677,69.74253016031169
0.01,99.0,rmm_uniform,512,1,3,0.005,19.45398192050242,0.002242000016849488,225.55071194433395
0.01,99.0,rmm_importance,512,1,3,0.005,11.040971966809618,0.004799799993634224,105.35536910918776
0.01,99.0,rmm_uniform,512,1,5,0.01,8.785716685255517,0.0026516999932937324,190.70207838688762
0.01,99.0,rmm_importance,512,1,5,0.01,8.536211354640493,0.004093899973668158,123.52150839838774
0.01,99.0,rmm_uniform,512,1,10,0.02,5.395194037541244,0.0025417000288143754,198.95530324068062
0.01,99.0,rmm_importance,512,1,10,0.02,5.973035670752416,0.004578899999614805,110.43803097297406
0.01,99.0,rmm_uniform,512,1,26,0.05,4.977655662237145,0.0022770999930799007,222.07399829449074
0.01,99.0,rmm_importance,512,1,26,0.05,3.580080997334439,0.0037072999984957278,136.40242229784403
0.01,99.0,rmm_uniform,512,1,51,0.1,3.4285103459678026,0.0047076999908313155,107.41650932822373
0.01,99.0,rmm_importance,512,1,51,0.1,2.762748038351293,0.00532779999775812,94.91435492931366
0.01,99.0,rmm_uniform,512,1,102,0.2,2.4840821390092223,0.003528999979607761,143.29405012799583
0.01,99.0,rmm_importance,512,1,102,0.2,1.9096014791317621,0.005885999999009073,85.913132868628
0.01,99.0,rmm_uniform,512,2,3,0.005,9.084292364259616,0.002321200037840754,223.5447576707437
0.01,99.0,rmm_importance,512,2,3,0.005,11.21237847665152,0.004761099989991635,108.98575981500109
0.01,99.0,rmm_uniform,512,2,5,0.01,8.883948317387146,0.002298499981407076,225.75249256551288
0.01,99.0,rmm_importance,512,2,5,0.01,8.697953287655043,0.005324700032360852,97.45001536440869
0.01,99.0,rmm_uniform,512,2,10,0.02,7.94743934470398,0.0027280000504106283,190.20971054832896
0.01,99.0,rmm_importance,512,2,10,0.02,6.652253134764238,0.0052358999964781106,99.10275221327018
0.01,99.0,rmm_uniform,512,2,26,0.05,4.240806514318728,0.002557499974500388,202.89036369034525
0.01,99.0,rmm_importance,512,2,26,0.05,4.136014086511512,0.006487299979198724,79.98583411099222
0.01,99.0,rmm_uniform,512,2,51,0.1,3.001691466152979,0.00360029999865219,144.12468409818212
0.01,99.0,rmm_importance,512,2,51,0.1,2.7556886514616132,0.0058055000263266265,89.37939843448012
0.01,99.0,rmm_uniform,512,2,102,0.2,2.2518799560836418,0.003920800052583218,132.34342302728766
0.01,99.0,rmm_importance,512,2,102,0.2,1.813931198055639,0.006997200020123273,74.15710548107081
0.01,99.0,rmm_uniform,512,3,3,0.005,21.087950434432877,0.0022708000033162534,228.91853057595262
0.01,99.0,rmm_importance,512,3,3,0.005,11.037159994349105,0.004126899992115796,125.96093944222706
0.01,99.0,rmm_uniform,512,3,5,0.01,10.152011171397232,0.0019993000314570963,260.0050976902014
0.01,99.0,rmm_importance,512,3,5,0.01,8.537900417640682,0.004063199972733855,127.93566732608227
0.01,99.0,rmm_uniform,512,3,10,0.02,8.359230316576177,0.0025114999734796584,206.9791779733958
0.01,99.0,rmm_importance,512,3,10,0.02,5.961734417765126,0.0038476999616250396,135.1010227344963
0.01,99.0,rmm_uniform,512,3,26,0.05,3.9431409553400028,0.0023666999768465757,219.64262689673552
0.01,99.0,rmm_importance,512,3,26,0.05,4.072768111962621,0.0053931999718770385,96.38585676438493
0.01,99.0,rmm_uniform,512,3,51,0.1,3.081282034434084,0.0037374000530689955,139.08818767318314
0.01,99.0,rmm_importance,512,3,51,0.1,2.5859529195427076,0.004660999984480441,111.5271833773606
0.01,99.0,rmm_uniform,512,3,102,0.2,2.232210458785679,0.00420179998036474,123.71559865300894
0.01,99.0,rmm_importance,512,3,102,0.2,1.8259906795273966,0.005262999970000237,98.77032167093127
0.01,99.0,rmm_uniform,512,4,3,0.005,12.93064205078425,0.0023750000400468707,206.4017649297746
0.01,99.0,rmm_importance,512,4,3,0.005,11.105123156806771,0.0038199000409804285,128.32906482237217
0.01,99.0,rmm_uniform,512,4,5,0.01,10.227700526876845,0.002112999965902418,231.99441925433425
0.01,99.0,rmm_importance,512,4,5,0.01,8.583526190497174,0.0038509000441990793,127.29600725741857
0.01,99.0,rmm_uniform,512,4,10,0.02,6.339674993128921,0.0020555999944917858,238.47256338174617
0.01,99.0,rmm_importance,512,4,10,0.02,6.0423692644481095,0.0037138000479899347,131.99531305926894
0.01,99.0,rmm_uniform,512,4,26,0.05,4.630298216792849,0.0038841000059619546,126.20792441531206
0.01,99.0,rmm_importance,512,4,26,0.05,3.6908029496466264,0.004655699944123626,105.291192700829
0.01,99.0,rmm_uniform,512,4,51,0.1,3.248006467244691,0.0029898000066168606,163.95885975284853
0.01,99.0,rmm_importance,512,4,51,0.1,2.6509431212036687,0.004616499994881451,106.18524867702239
0.01,99.0,rmm_uniform,512,4,102,0.2,2.2553166990046,0.003911099978722632,125.33665788161737
0.01,99.0,rmm_importance,512,4,102,0.2,1.960982657229078,0.005985399999190122,81.89998998233844
0.01,99.0,rmm_uniform,512,5,3,0.005,6.525681058036044,0.002525000018067658,193.97045404510968
0.01,99.0,rmm_importance,512,5,3,0.005,10.970129090456107,0.004082900006324053,119.95772593251726
0.01,99.0,rmm_uniform,512,5,5,0.01,12.9392267167358,0.0022862000041641295,214.23121296317348
0.01,99.0,rmm_importance,512,5,5,0.01,8.504851991777173,0.00395740004023537,123.76191312197082
0.01,99.0,rmm_uniform,512,5,10,0.02,3.891939881997526,0.0023318000021390617,210.0417701000092
0.01,99.0,rmm_importance,512,5,10,0.02,5.926715369196162,0.004037800012156367,121.29758742234775
0.01,99.0,rmm_uniform,512,5,26,0.05,4.047722400920656,0.002723100013099611,179.85949748903982
0.01,99.0,rmm_importance,512,5,26,0.05,3.860050832174046,0.004615299985744059,106.11994918669068
0.01,99.0,rmm_uniform,512,5,51,0.1,3.2498246478984503,0.002991699962876737,163.71140356519544
0.01,99.0,rmm_importance,512,5,51,0.1,2.6069302953905713,0.005611300002783537,87.28376663616919
0.01,99.0,rmm_uniform,512,5,102,0.2,2.2272578560306537,0.0043759000254794955,111.9256374955289
0.01,99.0,rmm_importance,512,5,102,0.2,1.8305355270551629,0.005646300036460161,86.74271590348376
0.01,99.0,rmm_uniform,512,6,3,0.005,18.846416804412005,0.0022104999516159296,222.0963631336551
0.01,99.0,rmm_importance,512,6,3,0.005,10.906129160874542,0.0039053999935276806,125.70901848073116
0.01,99.0,rmm_uniform,512,6,5,0.01,6.752635924013417,0.00196309998864308,250.08608975662284
0.01,99.0,rmm_importance,512,6,5,0.01,8.468463667448646,0.0039246000233106315,125.09402156780256
0.01,99.0,rmm_uniform,512,6,10,0.02,7.510873438822965,0.002235200023278594,219.6420878883588
0.01,99.0,rmm_importance,512,6,10,0.02,5.983308942938799,0.0053109999862499535,92.43908891584643
0.01,99.0,rmm_uniform,512,6,26,0.05,4.321826956400324,0.0025099999620579183,195.5952220646647
0.01,99.0,rmm_importance,512,6,26,0.05,3.774335439335465,0.00576339999679476,85.18305171149854
0.01,99.0,rmm_uniform,512,6,51,0.1,3.2276860515838712,0.003646099998150021,134.64907715370302
0.01,99.0,rmm_importance,512,6,51,0.1,2.6123264375987327,0.005174799996893853,94.87207240003578
0.01,99.0,rmm_uniform,512,6,102,0.2,2.068256165052356,0.003541799960657954,138.61426546230373
0.01,99.0,rmm_importance,512,6,102,0.2,1.7705977070658496,0.006367499998304993,77.10153122759422
0.01,99.0,rmm_uniform,512,7,3,0.005,8.40115842750611,0.0026935000205412507,177.82962554029825
0.01,99.0,rmm_importance,512,7,3,0.005,11.25578921486862,0.003942399984225631,121.49556157725044
0.01,99.0,rmm_uniform,512,7,5,0.01,9.431951503271366,0.0021835999796167016,219.35524112329165
0.01,99.0,rmm_importance,512,7,5,0.01,8.731806441157614,0.003994200029410422,119.9199079962799
0.01,99.0,rmm_uniform,512,7,10,0.02,7.227681832113383,0.0024734000326134264,193.6541173000372
0.01,99.0,rmm_importance,512,7,10,0.02,6.109374593604623,0.00422989996150136,113.23768987567871
0.01,99.0,rmm_uniform,512,7,26,0.05,4.462145014486145,0.003149299998767674,152.09224279460943
0.01,99.0,rmm_importance,512,7,26,0.05,3.868509726806138,0.004792599997017533,99.94243215451141
0.01,99.0,rmm_uniform,512,7,51,0.1,3.1052449787249827,0.0029291000100784004,163.52603133985028
0.01,99.0,rmm_importance,512,7,51,0.1,2.8355830892773817,0.004433499998413026,108.0374648059296
0.01,99.0,rmm_uniform,512,7,102,0.2,2.3375418705931006,0.0054281000047922134,88.24157617265044
0.01,99.0,rmm_importance,512,7,102,0.2,1.9838963935024707,0.005446699971798807,87.94023950752859
0.01,99.0,rmm_uniform,512,8,3,0.005,7.3914961718974395,0.0021963000181131065,217.56585897431174
0.01,99.0,rmm_importance,512,8,3,0.005,10.972682859328524,0.004573000012896955,104.49155885817878
0.01,99.0,rmm_uniform,512,8,5,0.01,8.882536538130221,0.002712200046516955,176.18165762504248
0.01,99.0,rmm_importance,512,8,5,0.01,8.41005238759357,0.004433499998413026,107.77938427362524
0.01,99.0,rmm_uniform,512,8,10,0.02,8.047397670307863,0.0021597000304609537,221.2529023783396
0.01,99.0,rmm_importance,512,8,10,0.02,5.931022809125355,0.0042081999708898365,113.54971325305954
0.01,99.0,rmm_uniform,512,8,26,0.05,5.5852125084712485,0.0034696999937295914,137.71792975462495
0.01,99.0,rmm_importance,512,8,26,0.05,3.7331847429624556,0.004185500030871481,114.16554688367339
0.01,99.0,rmm_uniform,512,8,51,0.1,3.221169831316204,0.0027993000112473965,170.69978140468916
0.01,99.0,rmm_importance,512,8,51,0.1,2.862087199949165,0.006518399983178824,73.30631769133115
0.01,99.0,rmm_uniform,512,8,102,0.2,2.4219413261292804,0.0035027999547310174,136.41655423704267
0.01,99.0,rmm_importance,512,8,102,0.2,1.8998254291114507,0.008699199999682605,54.92917739832498
0.01,99.0,rmm_uniform,512,9,3,0.005,8.837695384152426,0.0024282000376842916,202.77501540829778
0.01,99.0,rmm_importance,512,9,3,0.005,10.920864182089359,0.004448799998499453,110.6766544285958
0.01,99.0,rmm_uniform,512,9,5,0.01,9.225713135218077,0.0023308999952860177,211.23956456803856
0.01,99.0,rmm_importance,512,9,5,0.01,8.44396546247017,0.005190900003071874,94.85412929636122
0.01,99.0,rmm_uniform,512,9,10,0.02,8.411765914301942,0.0022797000128775835,215.98381246414525
0.01,99.0,rmm_importance,512,9,10,0.02,5.9076892529061755,0.005297199997585267,92.95067210607728
0.01,99.0,rmm_uniform,512,9,26,0.05,5.948513774411753,0.0034303999855183065,143.53378676961105
0.01,99.0,rmm_importance,512,9,26,0.05,3.5924380467930463,0.004479900002479553,109.90832379815129
0.01,99.0,rmm_uniform,512,9,51,0.1,2.759624538978294,0.0032917000353336334,149.58176467193067
0.01,99.0,rmm_importance,512,9,51,0.1,2.786126625239635,0.0063936999649740756,77.00991644168556
0.01,99.0,rmm_uniform,512,9,102,0.2,2.54247330907237,0.004114300012588501,119.67486535968071
0.01,99.0,rmm_importance,512,9,102,0.2,2.0245827614750236,0.007558099983725697,65.14577752557702
0.001,99.9,rmm_uniform,512,0,3,0.005,1.0,0.002200599992647767,222.01258820685172
0.001,99.9,rmm_importance,512,0,3,0.005,3.5076035255166738,0.003662100003566593,133.4100378198002
0.001,99.9,rmm_uniform,512,0,5,0.01,1.0,0.00208170001860708,234.69322938403897
0.001,99.9,rmm_importance,512,0,5,0.01,3.1528590700369072,0.004542599956039339,107.5509410257826
0.001,99.9,rmm_uniform,512,0,10,0.02,3.5604859579643158,0.0031347000040113926,155.85571166316112
0.001,99.9,rmm_importance,512,0,10,0.02,1.8250071702813455,0.004322500026319176,113.02739086198306
0.001,99.9,rmm_uniform,512,0,26,0.05,8.015476746776772,0.005890599975828081,82.93907275668117
0.001,99.9,rmm_importance,512,0,26,0.05,1.230605179535286,0.004670099995564669,104.6146550265969
0.001,99.9,rmm_uniform,512,0,51,0.1,3.58072413179604,0.0038047999842092395,128.40646078725433
0.001,99.9,rmm_importance,512,0,51,0.1,0.8116418482540714,0.005557399999815971,87.91177528914383
0.001,99.9,rmm_uniform,512,0,102,0.2,2.150644546398421,0.004624499997589737,105.6462104509341
0.001,99.9,rmm_importance,512,0,102,0.2,0.5505494475389384,0.007815200020559132,62.5141901282721
0.001,99.9,rmm_uniform,512,1,3,0.005,21.563166845430676,0.002818399982061237,179.80826114669796
0.001,99.9,rmm_importance,512,1,3,0.005,4.145241150624763,0.005730300035793334,88.43718423552939
0.001,99.9,rmm_uniform,512,1,5,0.01,1.0,0.0025248000165447593,200.71752086085738
0.001,99.9,rmm_importance,512,1,5,0.01,2.1607333313586454,0.005292099958751351,95.76002039649426
0.001,99.9,rmm_uniform,512,1,10,0.02,1.276541226230752,0.002595399972051382,195.25761171591898
0.001,99.9,rmm_importance,512,1,10,0.02,1.6997604584891959,0.005273399990983307,96.09959435218573
0.001,99.9,rmm_uniform,512,1,26,0.05,1.0,0.002506100048776716,202.21523088740307
0.001,99.9,rmm_importance,512,1,26,0.05,1.0189078533031073,0.01027789997169748,49.30692080929235
0.001,99.9,rmm_uniform,512,1,51,0.1,3.050630469601069,0.002877000020816922,176.145845089851
0.001,99.9,rmm_importance,512,1,51,0.1,0.6956187512545488,0.00860219995956868,58.91186003257307
0.001,99.9,rmm_uniform,512,1,102,0.2,1.975986766814254,0.0036020000115968287,140.6917263627812
0.001,99.9,rmm_importance,512,1,102,0.2,0.5182782520999826,0.006891100027132779,73.54001509120035
0.001,99.9,rmm_uniform,512,2,3,0.005,1.0,0.0031343000009655952,163.41830707169873
0.001,99.9,rmm_importance,512,2,3,0.005,4.6017505109603025,0.0038212999934330583,134.03867817047745
0.001,99.9,rmm_uniform,512,2,5,0.01,18.97575445807852,0.00248180003836751,206.38326702160094
0.001,99.9,rmm_importance,512,2,5,0.01,2.8147963972888337,0.00444029999198392,115.35301689915102
0.001,99.9,rmm_uniform,512,2,10,0.02,2.746971032889349,0.002487400022801012,205.91862801216863
0.001,99.9,rmm_importance,512,2,10,0.02,1.9928862248746897,0.004838799999561161,105.85310408759895
0.001,99.9,rmm_uniform,512,2,26,0.05,3.100591689087233,0.0025035999715328217,204.58619820922394
0.001,99.9,rmm_importance,512,2,26,0.05,1.0048492851280284,0.005477200029417872,93.5152992882495
0.001,99.9,rmm_uniform,512,2,51,0.1,1.4020322098642726,0.0030174999847076833,169.74382853633725
0.001,99.9,rmm_importance,512,2,51,0.1,0.9071417502854064,0.0056656000087969005,90.40560562294058
0.001,99.9,rmm_uniform,512,2,102,0.2,2.3757662703705855,0.003808200010098517,134.49976331452476
0.001,99.9,rmm_importance,512,2,102,0.2,0.5594291495920622,0.00773389998357743,66.22816445781015
0.001,99.9,rmm_uniform,512,3,3,0.005,1.0,0.0024369999882765114,224.89655421393968
0.001,99.9,rmm_importance,512,3,3,0.005,4.140614735988683,0.003974200051743537,137.90772805771354
0.001,99.9,rmm_uniform,512,3,5,0.01,1.043851579088745,0.0029888999997638166,183.3694335796138
0.001,99.9,rmm_importance,512,3,5,0.01,2.264485407225881,0.0039561999728903174,138.53518622376112
0.001,99.9,rmm_uniform,512,3,10,0.02,1.0,0.002686499967239797,204.0100155094764
0.001,99.9,rmm_importance,512,3,10,0.02,1.5961810675292507,0.004145700018852949,132.202739583276
0.001,99.9,rmm_uniform,512,3,26,0.05,8.741456572397393,0.004177299968432635,131.2026677817062
0.001,99.9,rmm_importance,512,3,26,0.05,0.9781493393004365,0.005382200004532933,101.83064537200538
0.001,99.9,rmm_uniform,512,3,51,0.1,2.490345977788227,0.004649800015613437,117.87020907188261
0.001,99.9,rmm_importance,512,3,51,0.1,0.6462148609452497,0.005263399973046035,104.12906159316981
0.001,99.9,rmm_uniform,512,3,102,0.2,1.7265590883533832,0.005137600004673004,106.6787798747058
0.001,99.9,rmm_importance,512,3,102,0.2,0.5916466260975989,0.0070865000016056,77.3404219090695
0.001,99.9,rmm_uniform,512,4,3,0.005,1.0,0.0025541000068187714,220.32375337472706
0.001,99.9,rmm_importance,512,4,3,0.005,3.6628142813069196,0.004315399972256273,130.4001723164746
0.001,99.9,rmm_uniform,512,4,5,0.01,1.0,0.002271900011692196,247.69087420250779
0.001,99.9,rmm_importance,512,4,5,0.01,2.8305620712404274,0.004352600022684783,129.28569063638054
0.001,99.9,rmm_uniform,512,4,10,0.02,1.5006283772137015,0.0022075999877415597,254.90528316790582
0.001,99.9,rmm_importance,512,4,10,0.02,1.9668400850564105,0.00447589997202158,125.72419033362942
0.001,99.9,rmm_uniform,512,4,26,0.05,6.802605478871231,0.0029007999692112207,193.99093559344726
0.001,99.9,rmm_importance,512,4,26,0.05,1.2140670061492829,0.005117800028529018,109.9552340575663
0.001,99.9,rmm_uniform,512,4,51,0.1,3.38537286844489,0.002549499971792102,220.7212811228912
0.001,99.9,rmm_importance,512,4,51,0.1,0.9129777860300691,0.004842899972572923,116.19668033278883
0.001,99.9,rmm_uniform,512,4,102,0.2,1.8861919572816002,0.0032730000093579292,171.9306136229188
0.001,99.9,rmm_importance,512,4,102,0.2,0.688489969011347,0.0053388000233098865,105.40362956840134
0.001,99.9,rmm_uniform,512,5,3,0.005,16.331261584836284,0.002336599980480969,215.2185244549652
0.001,99.9,rmm_importance,512,5,3,0.005,3.511780689840464,0.0043738000094890594,114.97544445324564
0.001,99.9,rmm_uniform,512,5,5,0.01,24.339235020525706,0.002161799988243729,232.62078026430177
0.001,99.9,rmm_importance,512,5,5,0.01,2.6018396267815977,0.004100800026208162,122.62963246847379
0.001,99.9,rmm_uniform,512,5,10,0.02,14.631846615411447,0.002272700017783791,221.2696775225947
0.001,99.9,rmm_importance,512,5,10,0.02,1.9481245781886607,0.004580400011036545,109.78945044732302
0.001,99.9,rmm_uniform,512,5,26,0.05,4.447921385285413,0.014393599994946271,34.937722336120245
0.001,99.9,rmm_importance,512,5,26,0.05,1.3557570612831156,0.004231800034176558,118.83349779746081
0.001,99.9,rmm_uniform,512,5,51,0.1,1.2023325702520542,0.002650100039318204,189.7587232857788
0.001,99.9,rmm_importance,512,5,51,0.1,0.7766205588269411,0.005295399983879179,94.96536646363529
0.001,99.9,rmm_uniform,512,5,102,0.2,2.568966864285522,0.0035431000287644565,141.9320922237631
0.001,99.9,rmm_importance,512,5,102,0.2,0.5870662197776362,0.004878800013102591,103.0744442670477
0.001,99.9,rmm_uniform,512,6,3,0.005,1.0,0.00226089998614043,215.86872618651694
0.001,99.9,rmm_importance,512,6,3,0.005,3.1872589720545106,0.0038546999567188323,126.61364192368659
0.001,99.9,rmm_uniform,512,6,5,0.01,4.220049460105954,0.0022492000134661794,216.99164019260184
0.001,99.9,rmm_importance,512,6,5,0.01,2.8692876144704664,0.003774499986320734,129.30390828242972
0.001,99.9,rmm_uniform,512,6,10,0.02,2.3709353629507106,0.00207129999762401,235.62863931014326
0.001,99.9,rmm_importance,512,6,10,0.02,1.7044868537820541,0.003837500000372529,127.18113354941231
0.001,99.9,rmm_uniform,512,6,26,0.05,3.119613861677846,0.0025748000480234623,189.5516509788418
0.001,99.9,rmm_importance,512,6,26,0.05,0.9335976803731725,0.00488630001200363,99.8828559123041
0.001,99.9,rmm_uniform,512,6,51,0.1,1.9957981726434475,0.0028584999963641167,170.73905917930233
0.001,99.9,rmm_importance,512,6,51,0.1,0.7619826522073783,0.007208499999251217,67.70584727667966
0.001,99.9,rmm_uniform,512,6,102,0.2,1.691176905705509,0.003031599975656718,160.99010554237893
0.001,99.9,rmm_importance,512,6,102,0.2,0.6918461070181939,0.008463700010906905,57.664803740007784
0.001,99.9,rmm_uniform,512,7,3,0.005,1.0,0.002705099992454052,182.45758064249586
0.001,99.9,rmm_importance,512,7,3,0.005,3.8651154558467544,0.005184600013308227,95.19847215836849
0.001,99.9,rmm_uniform,512,7,5,0.01,1.0,0.002655200019944459,185.88656082848493
0.001,99.9,rmm_importance,512,7,5,0.01,3.340747418143257,0.005258799996227026,93.85525221976755
0.001,99.9,rmm_uniform,512,7,10,0.02,2.9216265095018406,0.002502900024410337,197.19764880959647
0.001,99.9,rmm_importance,512,7,10,0.02,2.0449646721300376,0.005372500047087669,91.8689615064318
0.001,99.9,rmm_uniform,512,7,26,0.05,1.0671851982710963,0.0033983999746851623,145.23481747169137
0.001,99.9,rmm_importance,512,7,26,0.05,1.3085904368382486,0.005773999961093068,85.48077647124956
0.001,99.9,rmm_uniform,512,7,51,0.1,2.03845155650191,0.003185099980328232,154.96091270840955
0.001,99.9,rmm_importance,512,7,51,0.1,0.7467954143555917,0.005662200041115284,87.1685910838965
0.001,99.9,rmm_uniform,512,7,102,0.2,2.924574335361674,0.0029817000031471252,165.53174346790456
0.001,99.9,rmm_importance,512,7,102,0.2,0.5855084901906561,0.006403599982149899,77.07633228106386
0.001,99.9,rmm_uniform,512,8,3,0.005,1.0,0.0033287000260315835,146.2937171102106
0.001,99.9,rmm_importance,512,8,3,0.005,2.867016890643949,0.0037783999578095973,128.88204144362703
0.001,99.9,rmm_uniform,512,8,5,0.01,1.0,0.00205650000134483,236.79450504963134
0.001,99.9,rmm_importance,512,8,5,0.01,2.3442538891148477,0.00434560002759099,112.05999099345753
0.001,99.9,rmm_uniform,512,8,10,0.02,4.5408913659632635,0.0019727000035345554,246.85349981269212
0.001,99.9,rmm_importance,512,8,10,0.02,1.7028206820557208,0.004788800026290119,101.688919411878
0.001,99.9,rmm_uniform,512,8,26,0.05,2.036470284169317,0.002479099959600717,196.42931220548527
0.001,99.9,rmm_importance,512,8,26,0.05,1.1857230162953016,0.004707599990069866,103.4429222916597
0.001,99.9,rmm_uniform,512,8,51,0.1,1.5984247660438728,0.002905900008045137,167.57902839217417
0.001,99.9,rmm_importance,512,8,51,0.1,0.6629971566891558,0.004373600007966161,111.34257798290704
0.001,99.9,rmm_uniform,512,8,102,0.2,2.018814110860041,0.003583499987144023,135.89169853496182
0.001,99.9,rmm_importance,512,8,102,0.2,0.4610637237529704,0.00482849997933954,100.8528325642914
0.001,99.9,rmm_uniform,512,9,3,0.005,1.0,0.0025564999668858945,192.64537702182827
0.001,99.9,rmm_importance,512,9,3,0.005,3.501224583043555,0.0035846999962814152,137.3888750768312
0.001,99.9,rmm_uniform,512,9,5,0.01,8.692231640776425,0.002079599944408983,236.8233858156749
0.001,99.9,rmm_importance,512,9,5,0.01,3.3129128805523864,0.0035149999894201756,140.11320098418142
0.001,99.9,rmm_uniform,512,9,10,0.02,1.2418041920395073,0.002451100037433207,200.92933477034606
0.001,99.9,rmm_importance,512,9,10,0.02,1.8517909894398312,0.0036705000093206763,134.17733244146606
0.001,99.9,rmm_uniform,512,9,26,0.05,3.1910359224613662,0.002836400002706796,173.6348538665317
0.001,99.9,rmm_importance,512,9,26,0.05,1.4636479672888434,0.004704799968749285,104.67988081286043
0.001,99.9,rmm_uniform,512,9,51,0.1,3.9777257874313396,0.0033948999480344355,145.0699306358554
0.001,99.9,rmm_importance,512,9,51,0.1,0.8974592467158385,0.006000099994707853,82.0816153749792
0.001,99.9,rmm_uniform,512,9,102,0.2,2.561981003098709,0.003436699975281954,143.30546847826574
0.001,99.9,rmm_importance,512,9,102,0.2,0.6038207936037348,0.006656099983956665,73.99196243507497
